X,Y,TrafficID,IntersectionID,lat,lon,intersection,TOOLTIP,NLA_URL,Primary.Street,Cross.Street,Extra.Street,Primary.Street.Upper,Cross.Street.Upper
-118.3790669,34.21570787,1662,26618,34.21570297,-118.3790548,STRATHERN ST at TUJUNGA AVE,Location: STRATHERN ST at TUJUNGA AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1662,STRATHERN ST,TUJUNGA AVE,,STRATHERN ST,TUJUNGA AVE
-118.3690372,34.21906598,1663,26677,34.21906108,-118.3690251,SUNLAND BLVD at SAN FERNANDO ROAD SOUTHWEST RDWY,Location: SUNLAND BLVD at SAN FERNANDO ROAD SOUTHWEST RDWY,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1663,SUNLAND BLVD,SAN FERNANDO ROAD SOUTHWEST RDWY,,SUNLAND BLVD,SAN FERNANDO ROAD SOUTHWEST RDWY
-118.377451,34.22479455,1664,26679,34.22478965,-118.3774388,SAN FERNANDO ROAD SOUTHWEST RDWY at PENROSE ST,Location: SAN FERNANDO ROAD SOUTHWEST RDWY at PENROSE ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1664,SAN FERNANDO ROAD SOUTHWEST RDWY,PENROSE ST,,SAN FERNANDO ROAD SOUTHWEST RDWY,PENROSE ST
-118.4399984,34.19393552,1666,26685,34.19393063,-118.4399863,VANOWEN ST at HAZELTINE AVE,Location: VANOWEN ST at HAZELTINE AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1666,VANOWEN ST,HAZELTINE AVE,,VANOWEN ST,HAZELTINE AVE
-118.4312657,34.1939392,1667,26692,34.1939343,-118.4312535,WOODMAN AVE at VANOWEN ST,Location: WOODMAN AVE at VANOWEN ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1667,WOODMAN AVE,VANOWEN ST,,WOODMAN AVE,VANOWEN ST
-118.4225327,34.19394226,1668,26698,34.19393736,-118.4225205,FULTON AVE at VANOWEN ST,Location: FULTON AVE at VANOWEN ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1668,FULTON AVE,VANOWEN ST,,FULTON AVE,VANOWEN ST
-118.4052618,34.19394612,1669,26704,34.19394122,-118.4052497,VANOWEN ST at WHITSETT AVE,Location: VANOWEN ST at WHITSETT AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1669,VANOWEN ST,WHITSETT AVE,,VANOWEN ST,WHITSETT AVE
-118.3965222,34.1939449,1670,26708,34.19394,-118.39651,LAUREL CANYON BLVD at VANOWEN ST,Location: LAUREL CANYON BLVD at VANOWEN ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1670,LAUREL CANYON BLVD,VANOWEN ST,,LAUREL CANYON BLVD,VANOWEN ST
-118.3930305,34.22162876,1671,26725,34.22162386,-118.3930183,ROSCOE BLVD at WEBB AVE,Location: ROSCOE BLVD at WEBB AVE\nData not available yet,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1671,ROSCOE BLVD,WEBB AVE,,ROSCOE BLVD,WEBB AVE
-118.3637159,34.19395122,1672,26736,34.19394632,-118.3637038,VANOWEN ST at CLYBOURN AVE,Location: VANOWEN ST at CLYBOURN AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1672,VANOWEN ST,CLYBOURN AVE,,VANOWEN ST,CLYBOURN AVE
-118.3703262,34.19394776,1673,26741,34.19394286,-118.3703141,VANOWEN ST at VINELAND AVE,Location: VANOWEN ST at VINELAND AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1673,VANOWEN ST,VINELAND AVE,,VANOWEN ST,VINELAND AVE
-118.3790582,34.19394273,1674,26747,34.19393783,-118.3790461,VANOWEN ST at TUJUNGA AVE,Location: VANOWEN ST at TUJUNGA AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1674,VANOWEN ST,TUJUNGA AVE,,VANOWEN ST,TUJUNGA AVE
-118.3877913,34.19393712,1675,26751,34.19393222,-118.3877792,VANOWEN ST at LANKERSHIM BLVD,Location: VANOWEN ST at LANKERSHIM BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1675,VANOWEN ST,LANKERSHIM BLVD,,VANOWEN ST,LANKERSHIM BLVD
-118.5609322,34.15746488,1676,26920,34.15746,-118.56092,ELLENITA AVE at ROSITA ST,Location: ELLENITA AVE at ROSITA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1676,ELLENITA AVE,ROSITA ST,,ELLENITA AVE,ROSITA ST
-118.3626222,34.1594749,1677,27201,34.15947,-118.36261,HUSTON ST at WILLOW CREST AVE,Location: HUSTON ST at WILLOW CREST AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1677,HUSTON ST,WILLOW CREST AVE,,HUSTON ST,WILLOW CREST AVE
-118.3615306,34.15947622,1678,27202,34.15947133,-118.3615185,CAHUENGA BLVD AT HUSTON ST,Location: CAHUENGA BLVD AT HUSTON ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1678,CAHUENGA BLVD,HUSTON ST,,CAHUENGA BLVD,HUSTON ST
-118.3560622,34.1594849,1679,27220,34.15948,-118.35605,HUSTON ST at PLACIDIA AVE,Location: HUSTON ST at PLACIDIA AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1679,HUSTON ST,PLACIDIA AVE,,HUSTON ST,PLACIDIA AVE
-118.3527622,34.1558449,1680,27231,34.15584,-118.35275,FORMAN AVE at KLING ST,Location: FORMAN AVE at KLING ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1680,FORMAN AVE,KLING ST,,FORMAN AVE,KLING ST
-118.3690722,34.15568489,1681,27236,34.15568,-118.36906,KLING ST at LANKERSHIM BLVD,Location: KLING ST at LANKERSHIM BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1681,KLING ST,LANKERSHIM BLVD,,KLING ST,LANKERSHIM BLVD
-118.3685222,34.15478489,1682,27243,34.15478,-118.36851,HORTENSE ST at LANKERSHIM BLVD,Location: HORTENSE ST at LANKERSHIM BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1682,HORTENSE ST,LANKERSHIM BLVD,,HORTENSE ST,LANKERSHIM BLVD
-118.3527522,34.15402489,1683,27247,34.15402,-118.35274,FORMAN AVE at SARAH ST,Location: FORMAN AVE at SARAH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1683,FORMAN AVE,SARAH ST,,FORMAN AVE,SARAH ST
-118.3571322,34.15402489,1684,27251,34.15402,-118.35712,LEDGE AVE at SARAH ST,Location: LEDGE AVE at SARAH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1684,LEDGE AVE,SARAH ST,,LEDGE AVE,SARAH ST
-118.3527358,34.15220953,1685,27279,34.15220463,-118.3527236,FORMAN AVE AT RIVERSIDE DR,Location: FORMAN AVE AT RIVERSIDE DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1685,FORMAN AVE,RIVERSIDE DR,,FORMAN AVE,RIVERSIDE DR
-118.3921122,34.15218489,1686,27289,34.15218,-118.3921,LANDALE ST at RADFORD AVE,Location: LANDALE ST at RADFORD AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1686,LANDALE ST,RADFORD AVE,,LANDALE ST,RADFORD AVE
-118.3711722,34.15242489,1687,27296,34.15242,-118.37116,ENSIGN AVE at RIVERSIDE DR,Location: ENSIGN AVE at RIVERSIDE DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1687,ENSIGN AVE,RIVERSIDE DR,,ENSIGN AVE,RIVERSIDE DR
-118.378995,34.15037731,1688,27313,34.15037242,-118.3789828,TUJUNGA AVE at MOORPARK ST,Location: TUJUNGA AVE at MOORPARK ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1688,TUJUNGA AVE,MOORPARK ST,,TUJUNGA AVE,MOORPARK ST
-118.3614848,34.15038247,1689,27314,34.15037758,-118.3614726,CAHUENGA BLVD AT MOORPARK ST,Location: CAHUENGA BLVD AT MOORPARK ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1689,CAHUENGA BLVD,MOORPARK ST,,CAHUENGA BLVD,MOORPARK ST
-118.3658545,34.15037172,1690,27320,34.15036683,-118.3658423,LANKERSHIM BLVD AT MOORPARK ST,Location: LANKERSHIM BLVD AT MOORPARK ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1690,LANKERSHIM BLVD,MOORPARK ST,,LANKERSHIM BLVD,MOORPARK ST
-118.3779022,34.15037489,1691,27328,34.15037,-118.37789,BAKMAN AVE at MOORPARK ST,Location: BAKMAN AVE at MOORPARK ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1691,BAKMAN AVE,MOORPARK ST,,BAKMAN AVE,MOORPARK ST
-118.3789822,34.14324489,1692,27351,34.14324,-118.37897,DILLING ST at TUJUNGA AVE,Location: DILLING ST at TUJUNGA AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1692,DILLING ST,TUJUNGA AVE,,DILLING ST,TUJUNGA AVE
-118.3877197,34.14126723,1693,27363,34.14126234,-118.3877075,VENTURA BLVD AT COLFAX AVE,Location: VENTURA BLVD AT COLFAX AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1693,VENTURA BLVD,COLFAX AVE,,VENTURA BLVD,COLFAX AVE
-118.3702081,34.14043408,1694,27377,34.14042919,-118.370196,VINELAND AVE AT VENTURA BLVD,Location: VINELAND AVE AT VENTURA BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1694,VINELAND AVE,VENTURA BLVD,,VINELAND AVE,VENTURA BLVD
-118.3637851,34.13895875,1695,27379,34.13895386,-118.3637729,UNIVERSAL PL AT WILLOW CREST AVE,Location: UNIVERSAL PL AT WILLOW CREST AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1695,UNIVERSAL PL,WILLOW CREST AVE,,UNIVERSAL PL,WILLOW CREST AVE
-118.3675465,34.139406,1696,27390,34.13940111,-118.3675343,RIVERTON AVE AT VENTURA BLVD,Location: RIVERTON AVE AT VENTURA BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1696,RIVERTON AVE,VENTURA BLVD,,RIVERTON AVE,VENTURA BLVD
-118.3626822,34.13813489,1697,27392,34.13813,-118.36267,HOLLYWOOD FRWY at UNIVERSAL PL,Location: HOLLYWOOD FRWY at UNIVERSAL PL,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1697,HOLLYWOOD FRWY,UNIVERSAL PL,,HOLLYWOOD FRWY,UNIVERSAL PL
-118.3609323,34.14183686,1698,27393,34.14183197,-118.3609201,VALLEYHEART DR AT LANKERSHIM BLVD,Location: VALLEYHEART DR AT LANKERSHIM BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1698,VALLEYHEART DR,LANKERSHIM BLVD,,VALLEYHEART DR,LANKERSHIM BLVD
-118.3632522,34.13714489,1699,27398,34.13714,-118.36324,CAHUENGA BLVD WEST AT LANKERSHIM BLVD,Location: CAHUENGA BLVD WEST AT LANKERSHIM BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1699,CAHUENGA BLVD WEST,LANKERSHIM BLVD,,CAHUENGA BLVD WEST,LANKERSHIM BLVD
-118.3443435,34.13228836,1700,27432,34.13228347,-118.3443314,LAKE HOLLYWOOD DR AT BARHAM BLVD,Location: LAKE HOLLYWOOD DR AT BARHAM BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1700,LAKE HOLLYWOOD DR,BARHAM BLVD,,LAKE HOLLYWOOD DR,BARHAM BLVD
-118.3433622,34.13206489,1701,27433,34.13206,-118.34335,LAKE HOLLYWOOD DR at PRIMERA AVE,Location: LAKE HOLLYWOOD DR at PRIMERA AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1701,LAKE HOLLYWOOD DR,PRIMERA AVE,,LAKE HOLLYWOOD DR,PRIMERA AVE
-118.3499861,34.13031534,1702,27460,34.13031045,-118.349974,OAKSHIRE DR AT CAHUENGA BLVD WEST,Location: OAKSHIRE DR AT CAHUENGA BLVD WEST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1702,OAKSHIRE DR,CAHUENGA BLVD WEST,,OAKSHIRE DR,CAHUENGA BLVD WEST
-118.3615254,34.15766441,1703,27495,34.15765951,-118.3615133,CAMARILLO ST AT CAHUENGA BLVD,Location: CAMARILLO ST AT CAHUENGA BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1703,CAMARILLO ST,CAHUENGA BLVD,,CAMARILLO ST,CAHUENGA BLVD
-118.3790081,34.15764299,1704,27506,34.1576381,-118.3789959,CAMARILLO ST AT RIVERSIDE DR,Location: CAMARILLO ST AT RIVERSIDE DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1704,CAMARILLO ST,RIVERSIDE DR,,CAMARILLO ST,RIVERSIDE DR
-118.3877504,34.15763194,1705,27511,34.15762705,-118.3877383,COLFAX AVE AT RIVERSIDE DR,Location: COLFAX AVE AT RIVERSIDE DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1705,COLFAX AVE,RIVERSIDE DR,,COLFAX AVE,RIVERSIDE DR
-118.3855222,34.15579489,1706,27529,34.15579,-118.38551,IRVINE AVE at KLING ST,Location: IRVINE AVE at KLING ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1706,IRVINE AVE,KLING ST,,IRVINE AVE,KLING ST
-118.3670022,34.15227489,1707,27551,34.15227,-118.36699,LANKERSHIM BLVD AT RIVERSIDE DR,Location: LANKERSHIM BLVD AT RIVERSIDE DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1707,LANKERSHIM BLVD,RIVERSIDE DR,,LANKERSHIM BLVD,RIVERSIDE DR
-118.3614949,34.15220297,1708,27556,34.15219808,-118.3614828,CAHUENGA BLVD AT RIVERSIDE DR,Location: CAHUENGA BLVD AT RIVERSIDE DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1708,CAHUENGA BLVD,RIVERSIDE DR,,CAHUENGA BLVD,RIVERSIDE DR
-118.3571022,34.15038489,1709,27573,34.15038,-118.35709,LEDGE AVE at MOORPARK ST,Location: LEDGE AVE at MOORPARK ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1709,LEDGE AVE,MOORPARK ST,,LEDGE AVE,MOORPARK ST
-118.3877319,34.1503729,1710,27580,34.15036801,-118.3877198,COLFAX AVE AT MOORPARK ST,Location: COLFAX AVE AT MOORPARK ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1710,COLFAX AVE,MOORPARK ST,,COLFAX AVE,MOORPARK ST
-118.3769222,34.15037489,1711,27584,34.15037,-118.37691,ELMER AVE at MOORPARK ST,Location: ELMER AVE at MOORPARK ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1711,ELMER AVE,MOORPARK ST,,ELMER AVE,MOORPARK ST
-118.3800822,34.14856489,1712,27599,34.14856,-118.38007,KRAFT AVE at WOODBRIDGE ST,Location: KRAFT AVE at WOODBRIDGE ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1712,KRAFT AVE,WOODBRIDGE ST,,KRAFT AVE,WOODBRIDGE ST
-118.3644646,34.14807335,1713,27604,34.14806846,-118.3644525,WHIPPLE ST AT LANKERSHIM BLVD,Location: WHIPPLE ST AT LANKERSHIM BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1713,WHIPPLE ST,LANKERSHIM BLVD,,WHIPPLE ST,LANKERSHIM BLVD
-118.3773922,34.14718489,1714,27607,34.14718,-118.37738,BAKMAN AVE at VALLEY SPRING LANE,Location: BAKMAN AVE at VALLEY SPRING LANE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1714,BAKMAN AVE,VALLEY SPRING LANE,,BAKMAN AVE,VALLEY SPRING LANE
-118.3614632,34.1467499,1715,27627,34.14674501,-118.3614511,CAHUENGA BLVD AT VALLEY SPRING LANE,Location: CAHUENGA BLVD AT VALLEY SPRING LANE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1715,CAHUENGA BLVD,VALLEY SPRING LANE,,CAHUENGA BLVD,VALLEY SPRING LANE
-118.3761522,34.14619489,1716,27631,34.14619,-118.37614,ACAMA ST at KLUMP AVE,Location: ACAMA ST at KLUMP AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1716,ACAMA ST,KLUMP AVE,,ACAMA ST,KLUMP AVE
-118.3759979,34.14061002,1717,27661,34.14060513,-118.3759857,EUREKA DR AT VENTURA BLVD,Location: EUREKA DR AT VENTURA BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1717,EUREKA DR,VENTURA BLVD,,EUREKA DR,VENTURA BLVD
-118.3789699,34.13989982,1718,27664,34.13989493,-118.3789577,VENTURA BLVD AT TUJUNGA AVE,Location: VENTURA BLVD AT TUJUNGA AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1718,VENTURA BLVD,TUJUNGA AVE,,VENTURA BLVD,TUJUNGA AVE
-118.3658416,34.13873618,1719,27667,34.13873129,-118.3658294,FRUITLAND DR AT VENTURA BLVD,Location: FRUITLAND DR AT VENTURA BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1719,FRUITLAND DR,VENTURA BLVD,,FRUITLAND DR,VENTURA BLVD
-118.3558954,34.13287643,1720,27694,34.13287154,-118.3558832,CAHUENGA BLVD WEST AT BROADLAWN DR,Location: CAHUENGA BLVD WEST AT BROADLAWN DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1720,CAHUENGA BLVD WEST,BROADLAWN DR,,CAHUENGA BLVD WEST,BROADLAWN DR
-118.3445342,34.13180885,1721,27697,34.13180396,-118.344522,DE WITT DR AT BARHAM BLVD,Location: DE WITT DR AT BARHAM BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1721,DE WITT DR,BARHAM BLVD,,DE WITT DR,BARHAM BLVD
-118.3805822,34.13170489,1722,27698,34.1317,-118.38057,DONA PEGITA DR at DONA LOLA DR,Location: DONA PEGITA DR at DONA LOLA DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1722,DONA PEGITA DR,DONA LOLA DR,,DONA PEGITA DR,DONA LOLA DR
-118.3811322,34.13140489,1723,27699,34.1314,-118.38112,DONA PEGITA DR at LAUREL CANYON BLVD,Location: DONA PEGITA DR at LAUREL CANYON BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1723,DONA PEGITA DR,LAUREL CANYON BLVD,,DONA PEGITA DR,LAUREL CANYON BLVD
-118.3750722,34.13102489,1724,27704,34.13102,-118.37506,DONA ROSA DR at WRIGHTWOOD DR,Location: DONA ROSA DR at WRIGHTWOOD DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1724,DONA ROSA DR,WRIGHTWOOD DR,,DONA ROSA DR,WRIGHTWOOD DR
-118.3899722,34.15580489,1725,27708,34.1558,-118.38996,KLING ST at MORELLA AVE,Location: KLING ST at MORELLA AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1725,KLING ST,MORELLA AVE,,KLING ST,MORELLA AVE
-118.36147,34.14790398,1726,27716,34.14789909,-118.3614579,CAHUENGA BLVD AT WHIPPLE ST,Location: CAHUENGA BLVD AT WHIPPLE ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1726,CAHUENGA BLVD,WHIPPLE ST,,CAHUENGA BLVD,WHIPPLE ST
-118.3747022,34.13564489,1727,27723,34.13564,-118.37469,LAURIE PL at LAURIE DR,Location: LAURIE PL at LAURIE DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1727,LAURIE PL,LAURIE DR,,LAURIE PL,LAURIE DR
-118.3571153,34.15220634,1728,27737,34.15220145,-118.3571031,LEDGE AVE AT RIVERSIDE DR,Location: LEDGE AVE AT RIVERSIDE DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1728,LEDGE AVE,RIVERSIDE DR,,LEDGE AVE,RIVERSIDE DR
-118.3118522,34.1531549,1729,27740,34.15315,-118.31184,FOREST LAWN DR AT ZOO DR,Location: FOREST LAWN DR AT ZOO DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1729,FOREST LAWN DR,ZOO DR,,FOREST LAWN DR,ZOO DR
-118.3113837,34.15381672,1730,27745,34.15381182,-118.3113715,FOREST LAWN DR AT VENTURA FRWY,Location: FOREST LAWN DR AT VENTURA FRWY,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1730,FOREST LAWN DR,VENTURA FRWY,,FOREST LAWN DR,VENTURA FRWY
-118.636364,34.15861282,1731,27754,34.15860794,-118.6363518,MULHOLLAND DR at AVENUE SAN LUIS,Location: MULHOLLAND DR at AVENUE SAN LUIS,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1731,MULHOLLAND DR,AVENUE SAN LUIS,,MULHOLLAND DR,AVENUE SAN LUIS
-118.3901822,34.12758489,1732,27807,34.12758,-118.39017,FRYMAN ROAD at OAKDELL LANE,Location: FRYMAN ROAD at OAKDELL LANE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1732,FRYMAN ROAD,OAKDELL LANE,,FRYMAN ROAD,OAKDELL LANE
-118.3472117,34.12846444,1733,27811,34.12845955,-118.3471995,BARHAM BLVD AT CAHUENGA BLVD WEST,Location: BARHAM BLVD AT CAHUENGA BLVD WEST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1733,BARHAM BLVD,CAHUENGA BLVD WEST,,BARHAM BLVD,CAHUENGA BLVD WEST
-118.3884522,34.12961489,1734,27819,34.12961,-118.38844,DUQUE DR at OAKDELL ROAD,Location: DUQUE DR at OAKDELL ROAD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1734,DUQUE DR,OAKDELL ROAD,,DUQUE DR,OAKDELL ROAD
-118.3921399,34.16488022,1735,27884,34.16487533,-118.3921277,MAGNOLIA BLVD AT RADFORD AV,Location: MAGNOLIA BLVD AT RADFORD AV,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1735,MAGNOLIA BLVD,RADFORD AV,,MAGNOLIA BLVD,RADFORD AV
-118.3221222,34.12620489,1736,27908,34.1262,-118.32211,LEDGEWOOD DR at RODGERTON DR,Location: LEDGEWOOD DR at RODGERTON DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1736,LEDGEWOOD DR,RODGERTON DR,,LEDGEWOOD DR,RODGERTON DR
-118.3220322,34.12791489,1737,27921,34.12791,-118.32202,HEATHER DR at LEDGEWOOD DR,Location: HEATHER DR at LEDGEWOOD DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1737,HEATHER DR,LEDGEWOOD DR,,HEATHER DR,LEDGEWOOD DR
-118.3217522,34.12968489,1738,27926,34.12968,-118.32174,LEDGEWOOD DR at MULHOLLAND HWY,Location: LEDGEWOOD DR at MULHOLLAND HWY,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1738,LEDGEWOOD DR,MULHOLLAND HWY,,LEDGEWOOD DR,MULHOLLAND HWY
-118.3233522,34.12857489,1739,27928,34.12857,-118.32334,DURAND DR at MULHOLLAND HWY,Location: DURAND DR at MULHOLLAND HWY,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1739,DURAND DR,MULHOLLAND HWY,,DURAND DR,MULHOLLAND HWY
-118.3453832,34.12664054,1740,27942,34.12663565,-118.3453711,CAHUENGA BLVD WEST AT OAKCREST DR,Location: CAHUENGA BLVD WEST AT OAKCREST DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1740,CAHUENGA BLVD WEST,OAKCREST DR,,CAHUENGA BLVD WEST,OAKCREST DR
-118.3546522,34.11964489,1741,27958,34.11964,-118.35464,LA CUESTA DR at LISCO PL,Location: LA CUESTA DR at LISCO PL,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1741,LA CUESTA DR,LISCO PL,,LA CUESTA DR,LISCO PL
-118.3540222,34.11891489,1742,27960,34.11891,-118.35401,DESMOND ESTATES ROAD at LISCO PL,Location: DESMOND ESTATES ROAD at LISCO PL,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1742,DESMOND ESTATES ROAD,LISCO PL,,DESMOND ESTATES ROAD,LISCO PL
-118.3485922,34.12027489,1743,27978,34.12027,-118.34858,LAS ALTURAS ST at MULHOLLAND DR,Location: LAS ALTURAS ST at MULHOLLAND DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1743,LAS ALTURAS ST,MULHOLLAND DR,,LAS ALTURAS ST,MULHOLLAND DR
-118.3421122,34.13252489,1744,28028,34.13252,-118.3421,LA SUVIDA DR at LA SOMBRA DR,Location: LA SUVIDA DR at LA SOMBRA DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1744,LA SUVIDA DR,LA SOMBRA DR,,LA SUVIDA DR,LA SOMBRA DR
-118.2874421,34.11189489,1745,28038,34.11189,-118.28743,HILLHURST AVE at LOS FELIZ BLVD,Location: HILLHURST AVE at LOS FELIZ BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1745,HILLHURST AVE,LOS FELIZ BLVD,,HILLHURST AVE,LOS FELIZ BLVD
-118.4923622,34.15950489,1746,28049,34.1595,-118.49235,HAYVENHURST AVE at MOORPARK ST,Location: HAYVENHURST AVE at MOORPARK ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1746,HAYVENHURST AVE,MOORPARK ST,,HAYVENHURST AVE,MOORPARK ST
